dataset,seed,method,window_id,A_r,B_r,U_r,m_by_client
uair,30002,raven_wo_design,1,"[""client-000"", ""client-001"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-004""]","{""client-000"": 1.879233436495766, ""client-001"": 2.068828493001489, ""client-002"": 6.206485479004467, ""client-004"": 1.879233436495766, ""client-005"": 1.879233436495766, ""client-006"": 4.598614429416857}"
uair,30002,raven_wo_design,2,"[""client-000"", ""client-001"", ""client-003"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-004""]","{""client-000"": 4.595241574268699, ""client-001"": 9.190483148537398, ""client-002"": 2.2976207871343495, ""client-003"": 2.2976207871343495, ""client-004"": 7.460649707001345, ""client-006"": 2.2976207871343495, ""client-007"": 2.703750262347648}"
uair,30002,raven_wo_design,3,"[""client-001"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006""]","[""client-001"", ""client-005"", ""client-006""]","{""client-000"": 2.3654082738629, ""client-001"": 4.7308165477258, ""client-003"": 4.7308165477258, ""client-005"": 2.538924275472369, ""client-006"": 2.538924275472369}"
uair,30002,raven_wo_design,4,"[""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-004"", ""client-006"", ""client-007""]","{""client-000"": 7.84980012942053, ""client-002"": 3.4888591251489873, ""client-003"": 5.733348149214906, ""client-004"": 9.466297181416286, ""client-005"": 2.616600043140177, ""client-006"": 2.866674074607453, ""client-007"": 2.616600043140177}"
uair,30002,raven_wo_design,5,"[""client-000"", ""client-005"", ""client-006""]","[""client-000"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-005"", ""client-006""]","{""client-000"": 2.876592405788732, ""client-004"": 5.753184811577464, ""client-005"": 7.671029506432207, ""client-006"": 2.5570098354774022, ""client-007"": 2.876592405788732}"
uair,30002,raven_wo_design,6,"[""client-000"", ""client-004"", ""client-005""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-004"", ""client-005""]","{""client-000"": 2.66021837590547, ""client-003"": 3.561725689011686, ""client-004"": 6.124572250755853, ""client-005"": 3.561725689011686, ""client-006"": 7.9806551277164095}"
uair,30002,raven_wo_design,7,"[""client-001"", ""client-003"", ""client-004""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-001"", ""client-003"", ""client-004""]","{""client-001"": 3.173625414676856, ""client-002"": 4.43310590647231, ""client-003"": 9.520876244030568, ""client-004"": 3.173625414676856, ""client-005"": 9.520876244030568, ""client-006"": 3.7317185524108147}"
uair,30002,raven_wo_design,8,"[""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-006"", ""client-007""]","[""client-006"", ""client-007""]","{""client-000"": 5.395029802949768, ""client-001"": 6.302508883897332, ""client-002"": 3.151254441948666, ""client-003"": 6.302508883897332, ""client-006"": 7.4525538126150455, ""client-007"": 2.697514901474884}"
uair,30002,raven_wo_design,9,"[""client-002"", ""client-005"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005"", ""client-007""]","{""client-001"": 8.143402684172123, ""client-002"": 2.714467561390708, ""client-003"": 6.317585136878347, ""client-005"": 5.428935122781416, ""client-006"": 3.1587925684391736, ""client-007"": 2.714467561390708}"
uair,30002,raven_wo_design,10,"[""client-006""]","[""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-006""]","{""client-001"": 3.1867126975354365, ""client-002"": 6.373425395070873, ""client-004"": 2.744195147480128, ""client-005"": 4.437043529888692, ""client-006"": 5.488390294960256, ""client-007"": 3.1867126975354365}"
uair,30002,raven_wo_design,11,"[""client-004"", ""client-006""]","[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-004"", ""client-006""]","{""client-001"": 6.515722153840473, ""client-003"": 8.29720909889168, ""client-004"": 6.515722153840473, ""client-005"": 4.691814977082061, ""client-006"": 2.7657363662972263}"
uair,30002,raven_wo_design,12,"[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006""]","{""client-000"": 6.526763910954691, ""client-001"": 6.526763910954691, ""client-002"": 3.2633819554773456, ""client-003"": 6.526763910954691, ""client-004"": 2.773759311516642, ""client-005"": 3.2633819554773456, ""client-006"": 5.547518623033284, ""client-007"": 11.664475235932908}"
uair,30002,raven_wo_design,13,"[""client-000"", ""client-001"", ""client-004"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-007""]","{""client-000"": 6.393225852916792, ""client-001"": 5.512410760571148, ""client-002"": 2.756205380285574, ""client-004"": 5.512410760571148, ""client-006"": 6.393225852916792, ""client-007"": 8.268616140856722}"
uair,30002,raven_wo_design,14,"[""client-000"", ""client-001"", ""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-006""]","{""client-000"": 3.665682517402076, ""client-001"": 5.496422100070774, ""client-002"": 3.665682517402076, ""client-003"": 2.748211050035387, ""client-004"": 6.317487988545403, ""client-005"": 6.317487988545403, ""client-006"": 9.476231982818105, ""client-007"": 8.24463315010616}"
uair,30002,raven_wo_design,15,"[""client-000"", ""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-000"", ""client-002""]","{""client-000"": 3.5587548243043425, ""client-001"": 2.690220095004726, ""client-002"": 3.0796294915752385, ""client-003"": 8.296531451803443, ""client-004"": 3.5587548243043425, ""client-005"": 4.148265725901721}"
uair,30002,raven_wo_design,16,"[""client-002"", ""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-002"", ""client-003"", ""client-007""]","{""client-000"": 3.075860935652008, ""client-001"": 2.689458897981881, ""client-002"": 5.378917795963762, ""client-003"": 3.075860935652008, ""client-004"": 5.378917795963762, ""client-006"": 3.075860935652008, ""client-007"": 9.227582806956024}"
uair,30002,raven_wo_design,17,"[""client-002""]","[""client-001"", ""client-002"", ""client-003""]","[""client-002""]","{""client-001"": 5.424598274406959, ""client-002"": 10.849196548813918, ""client-003"": 2.7122991372034795}"
uair,30002,raven_wo_design,18,"[""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006""]","[""client-002""]","{""client-000"": 6.305254188965053, ""client-001"": 6.305254188965053, ""client-002"": 8.10441050561025, ""client-003"": 5.402940337073501, ""client-004"": 3.1526270944825265, ""client-006"": 6.305254188965053}"
uair,30002,raven_wo_design,19,[],"[""client-000"", ""client-003"", ""client-004"", ""client-005""]",[],"{""client-000"": 3.146687009318734, ""client-003"": 6.293374018637468, ""client-004"": 5.292833294757095, ""client-005"": 7.939249942135643}"
uair,30002,raven_wo_design,20,"[""client-000"", ""client-003"", ""client-004""]","[""client-000"", ""client-002"", ""client-003"", ""client-004""]","[""client-000"", ""client-003"", ""client-004""]","{""client-000"": 6.3847796283521046, ""client-002"": 5.0169571780772175, ""client-003"": 3.1923898141760523, ""client-004"": 9.577169442528156}"
uair,30002,raven_wo_design,21,"[""client-002"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-002"", ""client-004""]","{""client-000"": 5.221904559179658, ""client-001"": 4.075738077902114, ""client-002"": 2.610952279589829, ""client-003"": 2.610952279589829, ""client-004"": 3.2259531145146907, ""client-006"": 3.2259531145146907, ""client-007"": 4.075738077902114}"
uair,30002,raven_wo_design,22,"[""client-000"", ""client-001"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-007""]","{""client-000"": 9.806146870661626, ""client-001"": 6.537431247107751, ""client-004"": 2.6259349140425536, ""client-006"": 2.6259349140425536, ""client-007"": 5.251869828085107}"
uair,30002,raven_wo_design,23,"[""client-007""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-007""]","{""client-000"": 6.583195590563302, ""client-003"": 5.26636361188041, ""client-004"": 5.26636361188041, ""client-005"": 3.291597795281651, ""client-007"": 2.633181805940205}"
uair,30002,raven_wo_design,24,"[""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-007""]","[""client-002""]","{""client-000"": 2.6418879072413803, ""client-001"": 5.283775814482761, ""client-002"": 6.64627150243957, ""client-003"": 3.323135751219785, ""client-005"": 3.323135751219785, ""client-007"": 9.969407253659355}"
uair,30002,raven_wo_design,25,"[""client-002"", ""client-003"", ""client-005""]","[""client-000"", ""client-002"", ""client-003"", ""client-005"", ""client-007""]","[""client-002"", ""client-003"", ""client-005""]","{""client-000"": 6.679296850842481, ""client-002"": 3.3396484254212404, ""client-003"": 3.3396484254212404, ""client-005"": 5.296895707596145, ""client-007"": 2.6484478537980727}"
uair,30002,raven_wo_design,26,[],"[""client-004"", ""client-006""]",[],"{""client-004"": 5.294225777388279, ""client-006"": 2.6471128886941395}"
uair,30002,raven_wo_design,27,"[""client-000"", ""client-001"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-005"", ""client-007""]","{""client-000"": 5.35190897558303, ""client-001"": 10.350299625232953, ""client-002"": 2.675954487791515, ""client-003"": 8.027863463374546, ""client-004"": 3.450099875077651, ""client-005"": 3.450099875077651, ""client-006"": 6.900199750155302, ""client-007"": 2.675954487791515}"
uair,30002,raven_wo_design,28,"[""client-002"", ""client-005"", ""client-006""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005"", ""client-006""]","{""client-000"": 2.6503567256611915, ""client-002"": 5.300713451322383, ""client-003"": 10.263872110618594, ""client-004"": 3.4212907035395315, ""client-005"": 2.6503567256611915, ""client-006"": 2.6503567256611915, ""client-007"": 2.6503567256611915}"
uair,30002,raven_wo_design,29,"[""client-001"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-007""]","{""client-000"": 5.300490184326812, ""client-001"": 10.275485109981815, ""client-002"": 2.650245092163406, ""client-005"": 6.850323406654543, ""client-006"": 3.4251617033272717, ""client-007"": 6.850323406654543}"
uair,30002,raven_wo_design,30,"[""client-002"", ""client-005""]","[""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005""]","{""client-002"": 7.97725699545789, ""client-003"": 10.261866197871049, ""client-004"": 5.31817133030526, ""client-005"": 6.841244131914032, ""client-006"": 7.97725699545789, ""client-007"": 10.261866197871049}"
uair,30002,raven_wo_design,31,"[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","{""client-000"": 4.453733142055068, ""client-001"": 2.6249581249458434, ""client-003"": 3.3690022647893603, ""client-004"": 5.249916249891687, ""client-005"": 12.070292286183335, ""client-007"": 10.10700679436808}"
uair,30002,raven_wo_design,32,[],"[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]",[],"{""client-000"": 5.217380503204638, ""client-002"": 2.608690251602319, ""client-003"": 5.9866802716965255, ""client-004"": 5.9866802716965255, ""client-005"": 5.217380503204638, ""client-006"": 10.036770429599052}"
uair,30002,raven_wo_design,33,"[""client-003""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-003""]","{""client-000"": 5.88508778779479, ""client-001"": 4.369240888714791, ""client-002"": 3.3237625728138696, ""client-003"": 2.602697068321029, ""client-004"": 9.971287718441609, ""client-005"": 2.602697068321029, ""client-007"": 6.647525145627739}"
uair,30002,raven_wo_design,34,"[""client-000"", ""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-003"", ""client-007""]","{""client-000"": 3.3127478988907875, ""client-001"": 5.218275304028813, ""client-003"": 2.6091376520144065, ""client-004"": 5.218275304028813, ""client-006"": 3.3127478988907875, ""client-007"": 3.3127478988907875}"
uair,30002,raven_wo_design,35,"[""client-000"", ""client-002"", ""client-003""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-002"", ""client-003""]","{""client-000"": 6.667202322856323, ""client-001"": 5.775620154043866, ""client-002"": 6.667202322856323, ""client-003"": 3.3336011614281613, ""client-004"": 5.775620154043866, ""client-005"": 3.3336011614281613, ""client-006"": 3.3336011614281613}"
uair,30002,raven_wo_design,36,"[""client-002"", ""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-003"", ""client-006""]","{""client-000"": 6.643998539125209, ""client-001"": 2.6371886093541588, ""client-002"": 9.965997808687813, ""client-003"": 5.2743772187083175, ""client-004"": 5.2743772187083175, ""client-005"": 2.6371886093541588, ""client-006"": 2.6371886093541588, ""client-007"": 6.643998539125209}"
